locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
3472867	YP_001457655.1	157160337	57075	922050	924464	+	EcHS_A0918	EcHS_A0918	putative replication gene A protein (RefSeq)								
3472868	YP_001457656.1	157160338	57075	924619	924807	+	EcHS_A0919	EcHS_A0919	hypothetical protein (RefSeq)								
3472869	YP_001457657.1	157160339	57075	924818	925051	+	EcHS_A0920	EcHS_A0920	dinI family protein (RefSeq)								
3472870	YP_001457658.1	157160340	57075	925111	925842	+	EcHS_A0921	EcHS_A0921	hypothetical protein (RefSeq)								
3472871	YP_001457659.1	157160341	57075	926128	927519	+	EcHS_A0922	EcHS_A0922	hypothetical protein (RefSeq)								
3472872	YP_001457660.1	157160342	57075	928572	927547	-	EcHS_A0923	EcHS_A0923	phage portal protein, PBSX family (RefSeq)	COG5518	R	Bacteriophage capsid portal protein	TIGR01540 phage portal protein, PBSX family	Mobile and extrachromosomal element functions:Prophage functions			
3472873	YP_001457661.1	157160343	57075	930338	928572	-	EcHS_A0924	EcHS_A0924	terminase, ATPase subunit (RefSeq)	COG5484	S	Uncharacterized conserved protein [Function unknown]			GO:0019069,GO:0005524		
3472874	YP_001457662.1	157160344	57075	930481	931314	+	EcHS_A0925	EcHS_A0925	phage capsid scaffolding protein (RefSeq)						GO:0019069		
3472875	YP_001457663.1	157160345	57075	931331	932389	+	EcHS_A0926	EcHS_A0926	phage major capsid protein, P2 family (RefSeq)				TIGR01551 phage major capsid protein, P2 family	Mobile and extrachromosomal element functions:Prophage functions	GO:0019028		
3472876	YP_001457664.1	157160346	57075	932393	933043	+	EcHS_A0927	EcHS_A0927	terminase, endonuclease subunit (RefSeq)						GO:0019069,GO:0003677,GO:0004519		
3472877	YP_001457665.1	157160347	57075	933076	933603	+	EcHS_A0928	EcHS_A0928	phage head completion protein (RefSeq)						GO:0019069		
3472878	YP_001457666.1	157160348	57075	933603	933806	+	EcHS_A0929	EcHS_A0929	phage Tail Protein X (RefSeq)	COG5004	R	P2-like prophage tail protein X					
3472879	YP_001457667.1	157160349	57075	933810	934025	+	EcHS_A0930	EcHS_A0930	holin family protein (RefSeq)								
3472880	YP_001457668.1	157160350	57075	934006	934518	+	EcHS_A0931	EcHS_A0931	phage lysozyme (RefSeq)	COG3772	R	Phage-related lysozyme (muraminidase)			GO:0009253,GO:0016998,GO:0003796	3.2.1.17	Lysozyme.
3472881	YP_001457669.1	157160351	57075	934520	934897	+	EcHS_A0932	EcHS_A0932	hypothetical protein (RefSeq)								
3472882	YP_001457670.1	157160352	57075	934894	935322	+	EcHS_A0933	EcHS_A0933	putative LysB protein (RefSeq)				TIGR03495 phage lysis regulatory protein, LysB family				
3472883	YP_001457671.1	157160353	57075	935418	935849	+	EcHS_A0934	gpR	phage tail completion protein R (RefSeq)								
3472884	YP_001457672.1	157160354	57075	935842	936288	+	EcHS_A0935	EcHS_A0935	phage virion morphogenesis protein (RefSeq)				TIGR01635 phage virion morphogenesis protein	Mobile and extrachromosomal element functions:Prophage functions			
3472885	YP_001457673.1	157160355	57075	936357	936935	+	EcHS_A0936	EcHS_A0936	phage baseplate assembly protein V (RefSeq)	COG4540	R	Phage P2 baseplate assembly protein gpV	TIGR01644 phage baseplate assembly protein V	Mobile and extrachromosomal element functions:Prophage functions			
3472886	YP_001457674.1	157160356	57075	936932	937291	+	EcHS_A0937	EcHS_A0937	baseplate assembly protein W (RefSeq)	COG3628	R	Phage baseplate assembly protein W					
3472887	YP_001457675.1	157160357	57075	937278	938186	+	EcHS_A0938	EcHS_A0938	baseplate assembly protein J (RefSeq)	COG3948	R	Phage-related baseplate assembly protein					
3472888	YP_001457676.1	157160358	57075	938179	938784	+	EcHS_A0939	EcHS_A0939	phage tail protein I (RefSeq)	COG4385	R	Bacteriophage P2-related tail formation protein	TIGR01634 phage tail protein I	Mobile and extrachromosomal element functions:Prophage functions			
3472889	YP_001457677.1	157160359	57075	938781	940532	+	EcHS_A0940	EcHS_A0940	tail fiber domain protein (RefSeq)	COG5301	R	Phage-related tail fibre protein					
3472890	YP_001457678.1	157160360	57075	940532	940945	+	EcHS_A0941	EcHS_A0941	putative tail fiber assembly protein (RefSeq)								
3472891	YP_001457679.1	157160361	57075	941052	942224	+	EcHS_A0942	EcHS_A0942	major tail sheath protein (RefSeq)	COG3497	R	Phage tail sheath protein FI					
3472892	YP_001457680.1	157160362	57075	942234	942749	+	EcHS_A0943	EcHS_A0943	phage major tail tube protein (RefSeq)	COG3498	R	Phage tail tube protein FII	TIGR01611 phage major tail tube protein	Mobile and extrachromosomal element functions:Prophage functions			
3472893	YP_001457681.1	157160363	57075	942804	943106	+	EcHS_A0944	EcHS_A0944	phage tail protein E (RefSeq)								
3472894	YP_001457682.1	157160364	57075	943121	943240	+	EcHS_A0945	EcHS_A0945	phage tail protein, P2 GpE family (RefSeq)								
3472895	YP_001457683.1	157160365	57075	943233	946310	+	EcHS_A0946	EcHS_A0946	phage tail tape measure protein (RefSeq)	COG5283	S	Phage-related tail protein	TIGR01760 phage tail tape measure protein, TP901 family, core region	Mobile and extrachromosomal element functions:Prophage functions			
3472896	YP_001457684.1	157160366	57075	946310	946792	+	EcHS_A0947	EcHS_A0947	phage protein gpU (RefSeq)	COG3499	R	Phage protein U					
3472897	YP_001457685.1	157160367	57075	946789	947889	+	EcHS_A0948	EcHS_A0948	phage late control gene D protein (RefSeq)	COG3500	R	Phage protein D					
3472898	YP_001457686.1	157160368	57075	947980	948198	+	EcHS_A0949	EcHS_A0949	phage transcriptional activator, Ogr/Delta (RefSeq)						GO:0045449,GO:0030528		
3472899			57075	948354	948276	-	EcHS_A4738	rybB	rybB RNA (RefSeq)								
3472900	YP_001457687.1	157160369	57075	950119	948434	-	EcHS_A0950	EcHS_A0950	putative transporter (RefSeq)	COG2985	R	Predicted permease	TIGR01625 AspT/YidE/YbjL antiporter duplication domain,TIGR01625 AspT/YidE/YbjL antiporter duplication domain	Transport and binding proteins:Unknown substrate	GO:0006813,GO:0008324		
3472901	YP_001457688.1	157160370	57075	950389	950766	+	EcHS_A0951	EcHS_A0951	hypothetical protein (RefSeq)								
3472902	YP_001457689.1	157160371	57075	951053	950796	-	EcHS_A0952	grxA	glutaredoxin (RefSeq)	COG695	O	Glutaredoxin and related proteins	TIGR02183 Glutaredoxin, GrxA family [grxA]		GO:0006118,GO:0045454,GO:0009055,GO:0015035		
3472903	YP_001457690.1	157160372	57075	951213	951500	+	EcHS_A0953	EcHS_A0953	hypothetical protein (RefSeq)								
3472904	YP_001457691.1	157160373	57075	951484	952206	+	EcHS_A0954	nfsA	oxygen-insensitive NADPH nitroreductase (RefSeq)	COG778	C	Nitroreductase			GO:0006118,GO:0016491	1.-.-.-	
3472905	YP_001457692.1	157160374	57075	952267	953169	+	EcHS_A0955	rimK	ribosomal protein S6 modification protein (RefSeq)	COG189	HJ	Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase)	TIGR00768 alpha-L-glutamate ligases, RimK family		GO:0006464,GO:0003824,GO:0005524		
3472906	YP_001457693.1	157160375	57075	953209	953733	+	EcHS_A0956	EcHS_A0956	tetratricopeptide repeat protein (RefSeq)								
3472907	YP_001457694.1	157160376	57075	954084	955196	+	EcHS_A0957	potF	putrescine ABC transporter, periplasmic putrescine-binding protein (RefSeq)	COG687	E	Spermidine/putrescine-binding periplasmic protein			GO:0006810,GO:0030288,GO:0005215		
3472908	YP_001457695.1	157160377	57075	955291	956424	+	EcHS_A0958	potG	putrescine ABC transporter, ATP-binding protein (RefSeq)	COG3842	E	ABC-type spermidine/putrescine transport systems, ATPase components	TIGR01187 polyamine ABC transporter, ATP-binding protein	Transport and binding proteins:Amino acids, peptides and amines	GO:0015846,GO:0043190,GO:0005524,GO:0015417		
3472909	YP_001457696.1	157160378	57075	956434	957387	+	EcHS_A0959	potH	putrescine ABC transporter, permease protein PotH (RefSeq)	COG1176	E	ABC-type spermidine/putrescine transport system, permease component I			GO:0006508,GO:0006810,GO:0016020,GO:0004182,GO:0008270,GO:0005215		
3472910	YP_001457697.1	157160379	57075	957384	958229	+	EcHS_A0960	potI	putrescine ABC transporter, permease protein PotI (RefSeq)	COG1177	E	ABC-type spermidine/putrescine transport system, permease component II			GO:0006810,GO:0016020,GO:0005215		
3472911	YP_001457698.1	157160380	57075	958289	958777	+	EcHS_A0961	EcHS_A0961	hypothetical protein (RefSeq)								
3472912	YP_001457699.1	157160381	57075	958818	959945	+	EcHS_A0962	rumB	23S rRNA (uracil-5-)-methyltransferase RumB (RefSeq)	COG2265	J	SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase	TIGR02085 23S rRNA (uracil-5-)-methyltransferase RumB [rumB]	Protein synthesis:tRNA and rRNA base modification	GO:0016070,GO:0016436	2.1.1.-	
3472913	YP_001457700.1	157160382	57075	959957	960169	+	EcHS_A0963	EcHS_A0963	hypothetical protein (RefSeq)								
3472914	YP_001457701.1	157160383	57075	960875	960144	-	EcHS_A0964	artJ	arginine ABC transporter, periplasmic arginine-binding protein ArtJ (RefSeq)	COG834	ET	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	TIGR01096 lysine-arginine-ornithine-binding periplasmic protein	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0030288,GO:0016020,GO:0004970,GO:0005234		
3472915	YP_001457702.1	157160384	57075	961769	961101	-	EcHS_A0965	artM	arginine ABC transporter, permease protein ArtM (RefSeq)	COG4160	E	ABC-type arginine/histidine transport system, permease component	TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0009276,GO:0016021,GO:0005215		
3472916	YP_001457703.1	157160385	57075	962485	961769	-	EcHS_A0966	artQ	arginine ABC transporter, permease protein ArtQ (RefSeq)	COG4215	E	ABC-type arginine transport system, permease component	TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0009276,GO:0016021,GO:0005215		
3472917	YP_001457704.1	157160386	57075	963223	962492	-	EcHS_A0967	artI	arginine ABC transporter, periplasmic arginine-binding protein ArtI (RefSeq)	COG834	ET	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	TIGR01096 lysine-arginine-ornithine-binding periplasmic protein	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0016020,GO:0030288,GO:0004970,GO:0005215,GO:0005234		
3472918	YP_001457705.1	157160387	57075	963969	963241	-	EcHS_A0968	artP	arginine ABC transporter, ATP-binding protein (RefSeq)	COG4161	E	ABC-type arginine transport system, ATPase component			GO:0005524,GO:0016887		
3472919	YP_001457706.1	157160388	57075	964702	964187	-	EcHS_A0969	EcHS_A0969	putative lipoprotein (RefSeq)						GO:0009405,GO:0005576,GO:0008200		
3472920	YP_001457707.1	157160389	57075	964828	965151	+	EcHS_A0970	EcHS_A0970	hypothetical protein (RefSeq)	COG393	S	Uncharacterized conserved protein					
3472921	YP_001457708.1	157160390	57075	965148	965978	+	EcHS_A0971	amiD	N-acetylmuramoyl-L-alanine amidase amiD (RefSeq)	COG3023	V	Negative regulator of beta-lactamase expression			GO:0009253,GO:0008745	3.5.1.28	N-acetylmuramoyl-L-alanine amidase.
3472922	YP_001457709.1	157160391	57075	967024	965975	-	EcHS_A0972	EcHS_A0972	NAD dependent epimerase/dehydratase family (RefSeq)	COG451	MG	Nucleoside-diphosphate-sugar epimerases			GO:0044237,GO:0045226,GO:0006694,GO:0003824,GO:0003854,GO:0050662,GO:0008831		
3472923	YP_001457710.1	157160392	57075	968517	967087	-	EcHS_A0973	EcHS_A0973	NAD dependent epimerase/dehydratase family protein (RefSeq)	COG702	MG	Predicted nucleoside-diphosphate-sugar epimerases			GO:0006808,GO:0044237,GO:0003824,GO:0050662,GO:0016564		
3472924	YP_001457711.1	157160393	57075	969529	968528	-	EcHS_A0974	ltaE	low-specificity L-threonine aldolase (RefSeq)	COG2008	E	Threonine aldolase			GO:0006520,GO:0009058,GO:0030170,GO:0016829,GO:0004793,GO:0016769	4.1.2.5	Threonine aldolase.
3472925	YP_001457712.1	157160394	57075	971284	969566	-	EcHS_A0975	poxB	pyruvate dehydrogenase (cytochrome) (RefSeq)	COG28	EH	Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase]			GO:0016740,GO:0000287,GO:0030976,GO:0008985	1.2.2.2	Pyruvate dehydrogenase (cytochrome).
3472926	YP_001457713.1	157160395	57075	972385	971417	-	EcHS_A0976	hcr	NADH oxidoreductase hcr (RefSeq)	COG1018	C	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1			GO:0006118,GO:0051536,GO:0009055	1.-.-.-	
3472927	YP_001457714.1	157160396	57075	974049	972397	-	EcHS_A0977	hcp	hydroxylamine reductase (RefSeq)	COG1151	C	6Fe-6S prismane cluster-containing protein	TIGR01703 hydroxylamine reductase [hcp]	Energy metabolism:Amino acids and amines	GO:0006118,GO:0005737,GO:0016661,GO:0051536	1.7.-.-	
3472928	YP_001457715.1	157160397	57075	975092	974193	-	EcHS_A0978	EcHS_A0978	hypothetical protein (RefSeq)	COG2431	S	Predicted membrane protein			GO:0006355,GO:0005622,GO:0003700,GO:0043565		
3472929	YP_001457716.1	157160398	57075	976282	975587	-	EcHS_A0979	aqpZ	aquaporin Z (RefSeq)	COG580	G	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)	TIGR00861 MIP family channel proteins	Transport and binding proteins:Unknown substrate	GO:0006810,GO:0006508,GO:0016021,GO:0008236,GO:0005215		
3472930	YP_001457717.1	157160399	57075	976707	978365	+	EcHS_A0980	EcHS_A0980	hypothetical protein (RefSeq)	COG3593	L	Predicted ATP-dependent endonuclease of the OLD family					
3472931	YP_001457718.1	157160400	57075	979354	978362	-	EcHS_A0981	EcHS_A0981	hypothetical protein (RefSeq)	COG2990	S	Uncharacterized protein conserved in bacteria					
3472932	YP_001457719.1	157160401	57075	979469	980584	+	EcHS_A0982	macA	macrolide-specific efflux protein MacA (RefSeq)	COG845	M	Membrane-fusion protein	TIGR01730 efflux transporter, RND family, MFP subunit	Transport and binding proteins:Unknown substrate	GO:0009306,GO:0016020,GO:0008565		
3472933	YP_001457720.1	157160402	57075	980581	982527	+	EcHS_A0983	macB	macrolide-specific ABC-type efflux carrier protein MacB (RefSeq)	COG577	V	ABC-type antimicrobial peptide transport system, permease component			GO:0016020,GO:0005524,GO:0016887		
3472934	YP_001457721.1	157160403	57075	982824	982600	-	EcHS_A0984	cspD	cold shock domain protein CspD (RefSeq)	COG1278	K	Cold shock proteins	TIGR02381 cold shock domain protein CspD [cspD]	Cellular processes:Adaptations to atypical conditions	GO:0006355,GO:0006950,GO:0005737,GO:0003677		
3472935	YP_001457722.1	157160404	57075	983147	983467	+	EcHS_A0985	clpS	ATP-dependent Clp protease adaptor protein ClpS (RefSeq)	COG2127	S	Uncharacterized conserved protein					
3472936	YP_001457723.1	157160405	57075	983498	985774	+	EcHS_A0986	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA (RefSeq)	COG542	O	ATPases with chaperone activity, ATP-binding subunit	TIGR02639 ATP-dependent Clp protease ATP-binding subunit ClpA [clpA]	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006355,GO:0019538,GO:0005622,GO:0005524,GO:0017111,GO:0008134,GO:0005515		
11515719			57075	986011	985984	-		CRISPR									
11658082			57075	986011	985984	-		CRISPR									
11800474			57075	986011	985984	-		CRISPR									
11515720			57075	986044	986012	-		CRISPR spacer									
11658083			57075	986044	986012	-		CRISPR spacer									
11800475			57075	986044	986012	-		CRISPR spacer									
11515721			57075	986072	986045	-		CRISPR									
11658084			57075	986072	986045	-		CRISPR									
11800476			57075	986072	986045	-		CRISPR									
11515722			57075	986104	986073	-		CRISPR spacer									
11658085			57075	986104	986073	-		CRISPR spacer									
11800477			57075	986104	986073	-		CRISPR spacer									
11515723			57075	986132	986105	-		CRISPR									
11658086			57075	986132	986105	-		CRISPR									
11800478			57075	986132	986105	-		CRISPR									
11515724			57075	986160	986133	-		CRISPR spacer									
11658087			57075	986160	986133	-		CRISPR spacer									
11800479			57075	986160	986133	-		CRISPR spacer									
11515725			57075	986186	986161	-		CRISPR									
11658088			57075	986186	986161	-		CRISPR									
11800480			57075	986186	986161	-		CRISPR									
3472937			57075	986320	986231	-	EcHS_A4662	EcHS_A4662	tRNA-Ser (RefSeq)								
3472938	YP_001457724.1	157160406	57075	986791	986573	-	EcHS_A0988	infA	translation initiation factor IF-1 (RefSeq)	COG361	J	Translation initiation factor 1 (IF-1)	TIGR00008 translation initiation factor IF-1 [infA]	Protein synthesis:Translation factors	GO:0006413,GO:0003723,GO:0003743		
3472939	YP_001457725.1	157160407	57075	987780	987076	-	EcHS_A0989	aat	leucyl/phenylalanyl-tRNA--protein transferase (RefSeq)	COG2360	O	Leu/Phe-tRNA-protein transferase	TIGR00667 leucyl/phenylalanyl-tRNA--protein transferase [aat]	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0030163,GO:0008914,GO:0016755,GO:0004648	2.3.2.6,2.6.1.52	Leucyltransferase.,Phosphoserine transaminase.
3472940	YP_001457726.1	157160408	57075	989543	987822	-	EcHS_A0990	cudC	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (RefSeq)	COG4987	CO	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components	TIGR02868 thiol reductant ABC exporter, CydC subunit [cydC]		GO:0006810,GO:0016021,GO:0005524,GO:0042626		
3472941	YP_001457727.1	157160409	57075	991310	989544	-	EcHS_A0991	cydD	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (RefSeq)	COG4988	CO	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components	TIGR02857 thiol reductant ABC exporter, CydD subunit [cydD]		GO:0006810,GO:0016021,GO:0005524,GO:0042626		
3472942	YP_001457728.1	157160410	57075	992398	991433	-	EcHS_A0992	trxB	thioredoxin-disulfide reductase (RefSeq)	COG492	O	Thioredoxin reductase	TIGR01292 thioredoxin-disulfide reductase [trxB]	Energy metabolism:Electron transport	GO:0019430,GO:0006118,GO:0005737,GO:0004791	1.8.1.9	Thioredoxin-disulfide reductase.
3472943	YP_001457729.1	157160411	57075	992467	992580	+	EcHS_A0993	EcHS_A0993	hypothetical protein (RefSeq)								
3472944	YP_001457730.1	157160412	57075	992943	993437	+	EcHS_A0994	lrp	leucine responsive regulatory protein (RefSeq)	COG1522	K	Transcriptional regulators			GO:0006355,GO:0005622,GO:0003700,GO:0043565		
3472945	YP_001457731.1	157160413	57075	993572	997561	+	EcHS_A0995	ftsK	DNA translocase FtsK (RefSeq)	COG1674	D	DNA segregation ATPase FtsK/SpoIIIE and related proteins			GO:0007049,GO:0007059,GO:0051301,GO:0016021,GO:0005524,GO:0003677		
3472946	YP_001457732.1	157160414	57075	997716	998327	+	EcHS_A0996	lolA	outer membrane lipoprotein carrier protein LolA (RefSeq)	COG2834	M	Outer membrane lipoprotein-sorting protein	TIGR00547 outer membrane lipoprotein carrier protein LolA [lolA]	Protein fate:Protein and peptide secretion and trafficking	GO:0015031,GO:0030288		
3472947	YP_001457733.1	157160415	57075	998338	999681	+	EcHS_A0997	EcHS_A0997	putative DNA recombination-associated ATPase RarA (RefSeq)	COG2256	L	ATPase related to the helicase subunit of the Holliday junction resolvase			GO:0006281,GO:0006310,GO:0006260,GO:0005634,GO:0003677,GO:0005524,GO:0009378,GO:0017111		
